name_translations,city_code,country_code,time_zone,code,iata_type,name,coordinates,flightable
{'en': 'La Calera Airport'},ZCL,MX,America/Mexico_City,ZCL,airport,La Calera Airport,"{'lat': 22.8, 'lon': -102.55}",True
{'en': 'St Helens'},HLS,AU,Australia/Hobart,HLS,airport,St Helens,"{'lat': -41.266666, 'lon': 148.25}",False
{'en': 'Tsimiroro'},TZO,MG,Indian/Antananarivo,TZO,airport,Tsimiroro,"{'lat': -18.352222, 'lon': 45.004722}",False
{'en': 'Cowell'},CCW,AU,Australia/Adelaide,CCW,airport,Cowell,"{'lat': -33.63333, 'lon': 136.83333}",False
{'en': 'Sultan Abdul Aziz Shah Airport'},KUL,MY,Asia/Kuala_Lumpur,SZB,airport,Sultan Abdul Aziz Shah Airport,"{'lat': 3.130644, 'lon': 101.558075}",True
{'en': 'North Park Inn Heliport'},DFW,US,America/Chicago,JNH,heliport,North Park Inn Heliport,"{'lat': 32.816666, 'lon': -97.35}",False
{'en': 'Bakel'},BXE,SN,Africa/Dakar,BXE,airport,Bakel,"{'lat': 14.841667, 'lon': -12.467778}",False
{'en': 'Hassleholm'},XWP,SE,Europe/Stockholm,XWP,railway,Hassleholm,"{'lat': 56.16667, 'lon': 13.76667}",True
{'en': 'General E. Mosconi International Airport'},CRD,AR,America/Argentina/Catamarca,CRD,airport,General E. Mosconi International Airport,"{'lat': -45.787224, 'lon': -67.462776}",True
{'en': 'Rio'},IDO,BR,America/Araguaina,IDO,airport,Rio,"{'lat': -11.566667, 'lon': -50.666668}",False
{'en': 'Pweto'},PWO,CD,Africa/Lubumbashi,PWO,airport,Pweto,"{'lat': -8.466667, 'lon': 28.9}",False
{'en': 'Schwaebisch Hall'},STR,DE,Europe/Berlin,WUE,airport,Schwaebisch Hall,"{'lat': 49.12116144842794, 'lon': 9.781651557554353}",False
{'en': 'Guemar Airport'},ELU,DZ,Africa/Algiers,ELU,airport,Guemar Airport,"{'lat': 33.516666, 'lon': 6.783333}",True
{'en': 'Ilulissat Airport'},JAV,GL,America/Godthab,JAV,airport,Ilulissat Airport,"{'lat': 69.23444, 'lon': -51.05111}",True
{'en': 'Skypark'},SRU,US,America/Los_Angeles,SRU,airport,Skypark,"{'lat': 36.966667, 'lon': -122.01667}",False
{'en': 'San Carlos'},SQL,US,America/Los_Angeles,SQL,airport,San Carlos,"{'lat': 37.483334, 'lon': -122.25}",False
{'en': 'Agades'},AJY,NE,Africa/Niamey,AJY,airport,Agades,"{'lat': 16.964167, 'lon': 7.993056}",False
{'en': 'Glasgow International Airport'},GLA,GB,Europe/London,GLA,airport,Glasgow International Airport,"{'lat': 55.864212, 'lon': -4.431782}",True
{'en': 'Weam'},WEP,PG,Pacific/Port_Moresby,WEP,airport,Weam,"{'lat': -10.066667, 'lon': 148.16667}",False
{'en': 'Eilat Airport'},ETM,IL,Asia/Jerusalem,ETH,airport,Eilat Airport,"{'lat': 29.555616, 'lon': 34.95357}",False
{'en': 'Morristown Municipal Airport'},MMU,US,America/New_York,MMU,airport,Morristown Municipal Airport,"{'lat': 40.799168, 'lon': -74.41583}",True
{'en': 'Centralia'},YCE,CA,America/Toronto,YCE,airport,Centralia,"{'lat': 43.283333, 'lon': -81.48333}",False
{'en': 'Vanimo Airport'},VAI,PG,Pacific/Port_Moresby,VAI,airport,Vanimo Airport,"{'lat': -2.694722, 'lon': 141.30194}",True
{'en': 'Baures'},BVL,BO,America/La_Paz,BVL,airport,Baures,"{'lat': -13.583333, 'lon': -63.583332}",False
{'en': 'Batajnica'},BEG,RS,Europe/Belgrade,BJY,airport,Batajnica,"{'lat': 44.93528, 'lon': 20.2575}",False
{'en': 'Krasnoselkup'},KKQ,RU,Asia/Yekaterinburg,KKQ,airport,Krasnoselkup,"{'lat': 65.70796, 'lon': 82.456055}",True
{'en': 'Brisbane Airport'},BNE,AU,Australia/Brisbane,BNE,airport,Brisbane Airport,"{'lat': -27.40303, 'lon': 153.10905}",True
{'en': 'Reivilo'},RVO,ZA,Africa/Johannesburg,RVO,airport,Reivilo,"{'lat': -27.6, 'lon': 24.133333}",False
{'en': 'Portland'},PTJ,AU,Australia/Melbourne,PTJ,airport,Portland,"{'lat': -38.384167, 'lon': 141.625}",False
{'en': 'Nottingham Bus Station'},NQT,GB,Europe/London,ZGB,bus,Nottingham Bus Station,"{'lat': 21.540333, 'lon': 109.28785}",True
{'en': 'Miners Bay'},YAV,CA,America/Vancouver,YAV,airport,Miners Bay,"{'lat': 48.86667, 'lon': -123.3}",False
{'en': 'Napperby'},NPP,AU,Australia/Darwin,NPP,airport,Napperby,"{'lat': -22.5, 'lon': 132.68333}",False
"{'en': ""Val-d'Or Airport""}",YVO,CA,America/Montreal,YVO,airport,Val-d'Or Airport,"{'lat': 48.052605, 'lon': -77.78858}",True
{'en': 'Puerto Leguizamo'},LQM,CO,America/Bogota,LQM,airport,Puerto Leguizamo,"{'lat': -0.3, 'lon': -74.583336}",True
{'en': 'Rice Lake'},RIE,US,America/Chicago,RIE,airport,Rice Lake,"{'lat': 45.47861, 'lon': -91.72361}",False
{'en': 'Sultan Mahmud Airport'},TGG,MY,Asia/Kuala_Lumpur,TGG,airport,Sultan Mahmud Airport,"{'lat': 5.380504, 'lon': 103.10642}",True
{'en': 'Khabarovsk Airport'},KHV,RU,Asia/Vladivostok,KHV,airport,Khabarovsk Airport,"{'lat': 48.524563, 'lon': 135.16861}",True
{'en': 'Amata'},AMT,AU,Australia/Adelaide,AMT,airport,Amata,"{'lat': -26.766666, 'lon': 132.03334}",False
{'en': 'Canavieiras'},CNV,BR,America/Bahia,CNV,airport,Canavieiras,"{'lat': -15.666667, 'lon': -38.983334}",False
{'en': 'Novostroyka Airport'},OHH,RU,Asia/Srednekolymsk,OHH,airport,Novostroyka Airport,"{'lat': 53.516666, 'lon': 142.88333}",True
{'en': 'Andulo'},ANL,AO,Africa/Luanda,ANL,airport,Andulo,"{'lat': -11.25, 'lon': 17.25}",False
{'en': 'Shimojishima'},SHI,JP,Asia/Tokyo,SHI,airport,Shimojishima,"{'lat': 24.816668, 'lon': 125.15}",True
{'en': 'Calais-Frethun Rail Station'},CQF,FR,Europe/Paris,XFF,railway,Calais-Frethun Rail Station,"{'lat': 50.95129, 'lon': 1.858686}",True
{'en': 'Ulm Hbf Railway Station'},QUL,DE,Europe/Berlin,QUL,railway,Ulm Hbf Railway Station,"{'lat': 48.4, 'lon': 9.98333}",False
{'en': 'Montrose Regional Airport'},MTJ,US,America/Denver,MTJ,airport,Montrose Regional Airport,"{'lat': 38.51029, 'lon': -107.89696}",True
{'en': 'Yuma International Airport'},YUM,US,America/Phoenix,YUM,airport,Yuma International Airport,"{'lat': 32.668606, 'lon': -114.599266}",True
{'en': 'Senai Airport'},JHB,MY,Asia/Kuala_Lumpur,JHB,airport,Senai Airport,"{'lat': 1.638889, 'lon': 103.67083}",True
{'en': 'Virgil I Grissom Municipal'},BFR,US,America/Indiana/Indianapolis,BFR,airport,Virgil I Grissom Municipal,"{'lat': 38.86667, 'lon': -86.48333}",False
{'en': 'Kahului Airport'},OGG,US,Pacific/Honolulu,OGG,airport,Kahului Airport,"{'lat': 20.892883, 'lon': -156.43863}",True
{'en': 'Turin Bus Station'},TRN,IT,Europe/Rome,ZTC,bus,Turin Bus Station,"{'lat': 45.0705621, 'lon': 7.6866186}",True
{'en': 'Diomede Island'},DIO,US,America/Nome,DIO,airport,Diomede Island,"{'lat': 65.75, 'lon': -168.95}",False
{'en': 'Fredericia Railway Station'},ZBJ,DK,Europe/Copenhagen,ZBJ,railway,Fredericia Railway Station,"{'lat': 55.56444, 'lon': 9.75972}",False
{'en': 'Solovky'},CSH,RU,Europe/Moscow,CSH,airport,Solovky,"{'lat': 65.02944, 'lon': 35.733334}",True
{'en': 'Aramac'},AXC,AU,Australia/Brisbane,AXC,airport,Aramac,"{'lat': -22.958055, 'lon': 145.2425}",False
{'en': 'Larnaca International Airport'},LCA,CY,Asia/Nicosia,LCA,airport,Larnaca International Airport,"{'lat': 34.880867, 'lon': 33.62599}",True
{'en': 'Petrolina International Airport'},PNZ,BR,America/Recife,PNZ,airport,Petrolina International Airport,"{'lat': -9.393333, 'lon': -40.490555}",True
{'en': 'Belmopan'},BCV,BZ,America/Belize,BCV,airport,Belmopan,"{'lat': 17.266666, 'lon': -88.78333}",False
{'en': 'La Braq Airport'},LAQ,LY,Africa/Tripoli,LAQ,airport,La Braq Airport,"{'lat': 32.788612, 'lon': 21.964167}",True
{'en': 'Xiamen Gaoqi International Airport'},XMN,CN,Asia/Shanghai,XMN,airport,Xiamen Gaoqi International Airport,"{'lat': 24.536882, 'lon': 118.1275}",True
{'en': 'US Naval Station'},ROZ,ES,Europe/Madrid,ROZ,airport,US Naval Station,"{'lat': 43.119446, 'lon': -7.502778}",False
{'en': 'County'},BFT,US,America/New_York,BFT,airport,County,"{'lat': 32.41083, 'lon': -80.635}",False
{'en': 'Brevig Mission Airport'},KTS,US,America/Anchorage,KTS,airport,Brevig Mission Airport,"{'lat': 65.329445, 'lon': -166.47166}",True
{'en': 'Socorro'},ONM,US,America/Denver,ONM,airport,Socorro,"{'lat': 34.066666, 'lon': -106.9}",False
{'en': 'Hastings'},FNA,SL,Africa/Freetown,HGS,airport,Hastings,"{'lat': 8.393056, 'lon': -13.13}",False
{'en': 'Aniwa'},AWD,VU,Pacific/Efate,AWD,airport,Aniwa,"{'lat': -19.25, 'lon': 169.5}",False
{'en': 'Fuyun Koktokay'},FYN,CN,Asia/Shanghai,FYN,airport,Fuyun Koktokay,"{'lat': 46.801111, 'lon': 89.538333}",True
{'en': 'Barnes'},BAF,US,America/New_York,BAF,airport,Barnes,"{'lat': 42.13333, 'lon': -72.75}",False
{'en': 'Kalymnos Island National Airport'},JKL,GR,Europe/Athens,JKL,airport,Kalymnos Island National Airport,"{'lat': 36.963333, 'lon': 26.940556}",True
{'en': 'Leuchars'},ADX,GB,Europe/London,ADX,airport,Leuchars,"{'lat': 56.36667, 'lon': -2.866667}",False
{'en': 'Puerto Cabezas'},PUZ,NI,America/Managua,PUZ,airport,Puerto Cabezas,"{'lat': 14.045278, 'lon': -83.38361}",False
{'en': 'Riverside Fla-Bob'},RAL,US,America/Los_Angeles,RIR,airport,Riverside Fla-Bob,"{'lat': 33.983334, 'lon': -117.36667}",False
{'en': 'Gandhinagar Airport'},ISK,IN,Asia/Kolkata,ISK,airport,Gandhinagar Airport,"{'lat': 19.966942, 'lon': 73.811264}",True
{'en': 'Shindand Air Base'},OAH,AF,Asia/Kabul,OAH,airport,Shindand Air Base,"{'lat': 33.303452951, 'lon': 62.140062265}",False
{'en': 'Tungsten'},TNS,CA,America/Dawson_Creek,TNS,airport,Tungsten,"{'lat': 62, 'lon': -127.666664}",False
{'en': 'Paysandu'},PDU,UY,America/Montevideo,PDU,airport,Paysandu,"{'lat': -32.365833, 'lon': -58.064167}",False
{'en': 'Jomo Kenyatta International Airport'},NBO,KE,Africa/Nairobi,NBO,airport,Jomo Kenyatta International Airport,"{'lat': -1.319167, 'lon': 36.92578}",True
{'en': 'Zanjan'},JWN,IR,Asia/Tehran,JWN,airport,Zanjan,"{'lat': 36.774418, 'lon': 48.369854}",False
{'en': 'St Lambert Railway'},YMQ,CA,America/Montreal,XLM,railway,St Lambert Railway,"{'lat': 45.5088889, 'lon': -73.5541667}",True
{'en': 'Montepuez'},MTU,MZ,Africa/Maputo,MTU,airport,Montepuez,"{'lat': -13.133333, 'lon': 38.983334}",False
{'en': 'Tetlin'},TEH,US,America/Anchorage,TEH,airport,Tetlin,"{'lat': 63.13333, 'lon': -142.51666}",False
{'en': 'Leh Airport'},IXL,IN,Asia/Kolkata,IXL,airport,Leh Airport,"{'lat': 34.14035, 'lon': 77.54746}",True
{'en': 'Alvdal Railway Station'},XJA,NO,Europe/Oslo,XJA,railway,Alvdal Railway Station,"{'lat': 62.10938, 'lon': 10.63442}",False
{'en': 'Khoy'},KHY,IR,Asia/Tehran,KHY,airport,Khoy,"{'lat': 38.42917, 'lon': 44.97139}",False
{'en': 'Pine Island Airport'},DUF,US,America/New_York,DUF,airport,Pine Island Airport,"{'lat': 36.25833, 'lon': -75.78889}",False
{'en': 'Hudiksvall'},HUV,SE,Europe/Stockholm,HUV,airport,Hudiksvall,"{'lat': 61.733334, 'lon': 17.116667}",False
{'en': 'Hamilton Field'},SRF,US,America/Los_Angeles,SRF,airport,Hamilton Field,"{'lat': 38.015278, 'lon': -122.522224}",False
{'en': 'Helsinki-Vantaa Airport'},HEL,FI,Europe/Helsinki,HEL,airport,Helsinki-Vantaa Airport,"{'lat': 60.31795, 'lon': 24.96645}",True
{'en': 'Brown Field Municipal'},SAN,US,America/Los_Angeles,SDM,airport,Brown Field Municipal,"{'lat': 32.572224, 'lon': -116.98}",False
{'en': 'Torres Airstrip'},TOH,VU,Pacific/Efate,TOH,airport,Torres Airstrip,"{'lat': -13.166667, 'lon': 166.75}",True
{'en': 'Ladysmith'},LAY,ZA,Africa/Johannesburg,LAY,airport,Ladysmith,"{'lat': -28.566668, 'lon': 29.75}",False
{'en': 'Wattay International Airport'},VTE,LA,Asia/Vientiane,VTE,airport,Wattay International Airport,"{'lat': 17.975431, 'lon': 102.56772}",True
{'en': 'Kefallinia Airport'},EFL,GR,Europe/Athens,EFL,airport,Kefallinia Airport,"{'lat': 38.118057, 'lon': 20.505556}",True
{'en': 'Hutchinson'},HUT,US,America/Chicago,HUT,airport,Hutchinson,"{'lat': 38.068054, 'lon': -97.861115}",False
{'en': 'SPB'},KTH,US,America/Anchorage,KTH,airport,SPB,"{'lat': 59.966667, 'lon': -158.33333}",False
{'en': 'Intercontinental'},SDF,US,America/Kentucky/Louisville,LJC,airport,Intercontinental,"{'lat': 36.266666, 'lon': -85.75}",False
{'en': 'Soc Trang'},SOA,VN,Asia/Ho_Chi_Minh,SOA,airport,Soc Trang,"{'lat': 9.616667, 'lon': 105.833336}",False
{'en': 'Ficksburg Sentra Oes'},FCB,ZA,Africa/Johannesburg,FCB,airport,Ficksburg Sentra Oes,"{'lat': -28.825, 'lon': 27.908333}",False
{'en': 'Heringsdorf Airport'},HDF,DE,Europe/Berlin,HDF,airport,Heringsdorf Airport,"{'lat': 53.87825, 'lon': 14.138242}",True
{'en': 'Jackson Hole Airport'},JAC,US,America/Denver,JAC,airport,Jackson Hole Airport,"{'lat': 43.602806, 'lon': -110.73613}",True
{'en': 'Kangding Airport'},KGT,CN,Asia/Shanghai,KGT,airport,Kangding Airport,"{'lat': 30.1575, 'lon': 101.73472}",True
{'en': 'Itokama'},ITK,PG,Pacific/Port_Moresby,ITK,airport,Itokama,"{'lat': -9.3, 'lon': 148.2}",False
{'en': 'Federal Airport'},LMM,MX,America/Mazatlan,LMM,airport,Federal Airport,"{'lat': 25.816668, 'lon': -108.98333}",True
{'en': 'Duluth International Airport'},DLH,US,America/Chicago,DLH,airport,Duluth International Airport,"{'lat': 46.838974, 'lon': -92.18019}",True
{'en': 'North Front Airport'},GIB,GI,Europe/Gibraltar,GIB,airport,North Front Airport,"{'lat': 36.153763, 'lon': -5.349271}",True
{'en': 'Ely'},LYU,US,America/Chicago,LYU,airport,Ely,"{'lat': 47.82389, 'lon': -91.82917}",False
{'en': 'Alyeska'},AQY,US,America/Anchorage,AQY,airport,Alyeska,"{'lat': 60.966667, 'lon': -149.11667}",False
{'en': 'Grand Canyon West'},GCW,US,America/Phoenix,GCW,airport,Grand Canyon West,"{'lat': 36.07211, 'lon': -113.9495}",False
{'en': 'Masterton/Hood Aerodrome'},MRO,NZ,Pacific/Auckland,MRO,airport,Masterton/Hood Aerodrome,"{'lat': -40.975, 'lon': 175.63333}",False
{'en': 'Bhairawa Airport'},BWA,NP,Asia/Kathmandu,BWA,airport,Bhairawa Airport,"{'lat': 27.504168, 'lon': 83.42}",True
{'en': 'Yverdon-les-Bains Railway Station'},ZLJ,CH,Europe/Zurich,ZLJ,railway,Yverdon-les-Bains Railway Station,"{'lat': 46.7785, 'lon': 6.64083}",False
{'en': 'Circle City'},IRC,US,America/Anchorage,IRC,airport,Circle City,"{'lat': 65.82917, 'lon': -144.06389}",True
{'en': 'Nesbyen Railway Station'},XUL,NO,Europe/Oslo,XUL,railway,Nesbyen Railway Station,"{'lat': 60.55833, 'lon': 9.10111}",False
{'en': 'Kent International'},MSE,GB,Europe/London,MSE,airport,Kent International,"{'lat': 51.35, 'lon': 1.35}",False
{'en': 'Mount Swan'},MSF,AU,Australia/Darwin,MSF,airport,Mount Swan,"{'lat': -22.516666, 'lon': 135}",False
{'en': 'Kotabangun'},KOD,ID,Asia/Makassar,KOD,airport,Kotabangun,"{'lat': -0.266667, 'lon': 116.583336}",False
{'en': 'Barkley Regional Airport'},PAH,US,America/Chicago,PAH,airport,Barkley Regional Airport,"{'lat': 37.06111, 'lon': -88.7725}",True
{'en': 'Eaker'},DUA,US,America/Chicago,DUA,airport,Eaker,"{'lat': 33.983334, 'lon': -96.416664}",False
{'en': 'Lake Simcoe Regional'},YLK,CA,America/Toronto,YLK,airport,Lake Simcoe Regional,"{'lat': 44.46016924729685, 'lon': -79.51805151998391}",False
{'en': 'Arawa'},RAW,PG,Pacific/Port_Moresby,RAW,airport,Arawa,"{'lat': -6.25, 'lon': 155.58333}",False
{'en': 'Simikot'},IMK,NP,Asia/Kathmandu,IMK,airport,Simikot,"{'lat': 29.966667, 'lon': 81.816666}",False
{'en': 'Wanaka'},WKA,NZ,Pacific/Auckland,WKA,airport,Wanaka,"{'lat': -44.72336, 'lon': 169.24425}",False
{'en': 'Zarafshan'},AFS,UZ,Asia/Samarkand,AFS,airport,Zarafshan,"{'lat': 41.61361, 'lon': 64.233055}",False
{'en': 'Batticaloa'},BTC,LK,Asia/Colombo,BTC,airport,Batticaloa,"{'lat': 7.703333, 'lon': 81.67861}",True
{'en': 'Gore'},GOR,ET,Africa/Addis_Ababa,GOR,airport,Gore,"{'lat': 8.155556, 'lon': 35.538055}",False
{'en': 'Chandler Railway Station'},XDL,CA,America/Montreal,XDL,railway,Chandler Railway Station,"{'lat': 48.3520613, 'lon': -64.67673}",False
{'en': 'Berlin Tempelhof'},BER,DE,Europe/Berlin,THF,airport,Berlin Tempelhof,"{'lat': 52.473611, 'lon': 13.401667}",False
{'en': 'Tunis-Carthage International Airport'},TUN,TN,Africa/Tunis,TUN,airport,Tunis-Carthage International Airport,"{'lat': 36.847622, 'lon': 10.21709}",True
{'en': 'Isla Mujeres'},ISJ,MX,America/Cancun,ISJ,airport,Isla Mujeres,"{'lat': 21.266666, 'lon': -86.75}",False
{'en': 'State'},ESW,US,America/Los_Angeles,ESW,airport,State,"{'lat': 47.233334, 'lon': -121.183334}",False
{'en': 'Marlborough'},MXG,US,America/New_York,MXG,airport,Marlborough,"{'lat': 42.333332, 'lon': -71.55}",False
{'en': 'Auxerre Branches'},AUF,FR,Europe/Paris,AUF,airport,Auxerre Branches,"{'lat': 47.85, 'lon': 3.5}",False
{'en': 'Kumamoto Airport'},KMJ,JP,Asia/Tokyo,KMJ,airport,Kumamoto Airport,"{'lat': 32.834133, 'lon': 130.85799}",True
{'en': 'Ratnagiri'},RTC,IN,Asia/Kolkata,RTC,airport,Ratnagiri,"{'lat': 17, 'lon': 73.316666}",False
{'en': 'Corvera International'},RMU,ES,Europe/Madrid,RMU,airport,Corvera International,"{'lat': 37.800770495379766, 'lon': -1.1297244983868495}",True
{'en': 'Juruena'},JRN,BR,America/Cuiaba,JRN,airport,Juruena,"{'lat': -10.305556, 'lon': -58.488888}",False
{'en': 'Wirawila'},WRZ,LK,Asia/Colombo,WRZ,airport,Wirawila,"{'lat': 6.251667, 'lon': 81.238335}",False
{'en': 'Lisbon Portela Airport'},LIS,PT,Europe/Lisbon,LIS,airport,Lisbon Portela Airport,"{'lat': 38.770042, 'lon': -9.128165}",True
{'en': 'Antlers'},ATE,US,America/Chicago,ATE,airport,Antlers,"{'lat': 34.233334, 'lon': -95.61667}",False
{'en': 'George Downer'},AIV,US,America/Chicago,AIV,airport,George Downer,"{'lat': 33.13333, 'lon': -88.15}",False
{'en': 'Fincha'},FNH,ET,Africa/Addis_Ababa,FNH,airport,Fincha,"{'lat': 9.583333, 'lon': 37.433334}",False
{'en': 'Alamos'},XAL,MX,America/Hermosillo,XAL,airport,Alamos,"{'lat': 27.016666, 'lon': -108.933334}",False
{'en': 'Grenoble-Isere Airport'},GNB,FR,Europe/Paris,GNB,airport,Grenoble-Isere Airport,"{'lat': 45.359833, 'lon': 5.332019}",True
{'en': 'Gen Jose M Yanez'},GYM,MX,America/Hermosillo,GYM,airport,Gen Jose M Yanez,"{'lat': 27.955557, 'lon': -110.93056}",False
{'en': 'Pokur'},ПУР,RU,Asia/Yekaterinburg,ПУР,heliport,Pokur,"{'lat': 60.989444732666016, 'lon': 75.48944091796875}",False
{'en': 'Huelva'},HEV,ES,Europe/Madrid,HEV,railway,Huelva,"{'lat': 37.266666, 'lon': -6.95}",True
{'en': 'Novo Progresso Municipal'},NPR,BR,America/Santarem,NPR,airport,Novo Progresso Municipal,"{'lat': -7.0375, 'lon': -55.4186}",False
{'en': 'Dryden Regional Airport'},YHD,CA,America/Winnipeg,YHD,airport,Dryden Regional Airport,"{'lat': 49.783333, 'lon': -92.833336}",True
{'en': 'Igrim'},IRM,RU,Asia/Yekaterinburg,IRM,airport,Igrim,"{'lat': 63.200756, 'lon': 64.433945}",True
{'en': 'Le Mans Railway Station'},LME,FR,Europe/Paris,ZLN,railway,Le Mans Railway Station,"{'lat': 48.00611, 'lon': 0.199556}",True
{'en': 'Elkhart Municipal'},EKI,US,America/Indiana/Indianapolis,EKI,airport,Elkhart Municipal,"{'lat': 41.72222, 'lon': -85.992226}",False
{'en': 'Kauhava'},KAU,FI,Europe/Helsinki,KAU,airport,Kauhava,"{'lat': 63.1, 'lon': 23.083332}",False
{'en': 'Quincy Municipal Airport'},UIN,US,America/Chicago,UIN,airport,Quincy Municipal Airport,"{'lat': 39.944168, 'lon': -91.19722}",True
{'en': 'Lime Village'},LVD,US,America/Anchorage,LVD,airport,Lime Village,"{'lat': 61.35, 'lon': -155.46666}",False
{'en': 'Kigali International Airport'},KGL,RW,Africa/Kigali,KGL,airport,Kigali International Airport,"{'lat': -1.963042, 'lon': 30.135014}",True
{'en': 'Fort Collins Bus Servi'},FNL,US,America/Denver,QWF,bus,Fort Collins Bus Servi,"{'lat': 40.5852602, 'lon': -105.084423}",False
{'en': 'Mouyondzi'},MUY,CG,Africa/Brazzaville,MUY,airport,Mouyondzi,"{'lat': -3.983333, 'lon': 13.919444}",False
{'en': 'Kauehi Airport'},KHZ,PF,Pacific/Tahiti,KHZ,airport,Kauehi Airport,"{'lat': -15.766667, 'lon': -145.11667}",True
{'en': 'Tanjung Warukin'},TJG,ID,Asia/Jakarta,TJG,airport,Tanjung Warukin,"{'lat': -1.4, 'lon': 103.96667}",False
{'en': 'Taloyoak'},YYH,CA,America/Cambridge_Bay,YYH,airport,Taloyoak,"{'lat': 69.53333, 'lon': -93.51667}",False
{'en': 'Puka Puka'},PKP,PF,Pacific/Tahiti,PKP,airport,Puka Puka,"{'lat': -14.75, 'lon': -138.96666}",False
{'en': 'Northallerton Railway Station'},XNO,GB,Europe/London,XNO,railway,Northallerton Railway Station,"{'lat': 54.3378, 'lon': -1.4285}",False
{'en': 'Kemerovo Airport'},KEJ,RU,Asia/Novokuznetsk,KEJ,airport,Kemerovo Airport,"{'lat': 55.280567, 'lon': 86.11623}",True
{'en': 'Coal Harbour Sea Plane Base'},YVR,CA,America/Vancouver,CXH,airport,Coal Harbour Sea Plane Base,"{'lat': 49.266666, 'lon': -123.11667}",True
{'en': 'Senanga'},SXG,ZM,Africa/Lusaka,SXG,airport,Senanga,"{'lat': -16.119444, 'lon': 23.281944}",False
{'en': 'Melville Hall Airport'},DOM,DM,America/Dominica,DOM,airport,Melville Hall Airport,"{'lat': 15.543056, 'lon': -61.309166}",True
{'en': 'General Mariano Matamoros Airport'},CVJ,MX,America/Mexico_City,CVJ,airport,General Mariano Matamoros Airport,"{'lat': 18.916668, 'lon': -99.25}",False
{'en': 'Corbin-london'},LOZ,US,America/New_York,LOZ,airport,Corbin-london,"{'lat': 37.087223, 'lon': -84.07694}",False
{'en': 'Antalya Airport'},AYT,TR,Europe/Istanbul,AYT,airport,Antalya Airport,"{'lat': 36.89928, 'lon': 30.80135}",True
{'en': 'Kermanshah Airport'},KSH,IR,Asia/Tehran,KSH,airport,Kermanshah Airport,"{'lat': 34.355915, 'lon': 47.145126}",True
{'en': 'Lampang Airport'},LPT,TH,Asia/Bangkok,LPT,airport,Lampang Airport,"{'lat': 18.274166, 'lon': 99.507225}",True
{'en': 'Lawrenceville'},LVL,US,America/New_York,LVL,airport,Lawrenceville,"{'lat': 36.75, 'lon': -77.833336}",False
{'en': 'Paya Lebar'},SIN,SG,Asia/Singapore,QPG,airport,Paya Lebar,"{'lat': 1.35, 'lon': 103.9}",False
{'en': 'Durrie'},DRR,AU,Australia/Brisbane,DRR,airport,Durrie,"{'lat': -25.616667, 'lon': 140.21666}",False
{'en': 'Zhigansk Airport'},ZIX,RU,Asia/Yakutsk,ZIX,airport,Zhigansk Airport,"{'lat': 66.796667, 'lon': 123.361389}",True
{'en': 'Heliport'},QFI,GL,America/Godthab,QFI,heliport,Heliport,"{'lat': 68.166664, 'lon': -53.25}",True
{'en': 'Kaniama'},KNM,CD,Africa/Lubumbashi,KNM,airport,Kaniama,"{'lat': -7.516667, 'lon': 24.183332}",False
{'en': 'Blackwater'},BLT,AU,Australia/Brisbane,BLT,airport,Blackwater,"{'lat': -23.602184, 'lon': 148.8084}",False
{'en': 'Tupelo Regional Airport'},TUP,US,America/Chicago,TUP,airport,Tupelo Regional Airport,"{'lat': 34.25889, 'lon': -88.76722}",True
{'en': 'Kirkuk'},KIK,IQ,Asia/Baghdad,KIK,airport,Kirkuk,"{'lat': 35.516666, 'lon': 44.283333}",True
{'en': 'Christmas Creek Mine'},CKW,AU,Australia/Perth,CKW,airport,Christmas Creek Mine,"{'lat': 52.430557, 'lon': -108.74722}",False
